TABLE_NAME,INDEX_NAME,INDEX_TYPE,IS_UNIQUE,IS_PRIMARY_KEY,COLUMN_NAME,KEY_ORDINAL,IS_INCLUDED_COLUMN
E_OPSSVLV_SUM,EX_OPSSVLV_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PAYABLE_DET,E2_PAYABLE_DET,NONCLUSTERED,NO,NO,INVOICE_DATE,1,NO
E_PAYABLE_DET,EX_PAYABLE_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PAYABLE_SUM,EX_PAYABLE_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PAYB_INV_DET,E2_PAYB_INV_DET,NONCLUSTERED,NO,NO,INVOICE_DATE,1,NO
E_PAYB_INV_DET,EX_PAYB_INV_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PAYB_INV_SUM,EX_PAYB_INV_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PAYB_NEW_DET,E2_PAYB_NEW_DET,NONCLUSTERED,NO,NO,INVOICE_DATE,1,NO
E_PAYB_NEW_DET,EX_PAYB_NEW_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PAYB_NEW_SUM,EX_PAYB_NEW_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PROFORMA_DET,EX_PROFORMA_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PROFORMA_SUM,EX_PROFORMA_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PURCBACK_DET,E2_PBK_DET,NONCLUSTERED,NO,NO,DESIRED_RECV_DATE,1,NO
E_PURCBACK_DET,EX_PURCBACK_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PURCBACK_SUM,EX_PURCBACK_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PURCLATE_DET,EX_PURCLATE_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PURCLATE_SUM,EX_PURCLATE_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PURCOPEN_DET,E2_POP_DET,NONCLUSTERED,NO,NO,DESIRED_RECV_DATE,1,NO
E_PURCOPEN_DET,EX_PURCOPEN_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PURCOPEN_SUM,EX_PURCOPEN_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PURCORD_DET,EX_PURCORD_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PURCORD_SUM,EX_PURCORD_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PURCRECV_DET,EX_PURCRECV_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PURCRECV_SUM,EX_PURCRECV_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_PURCSVLV_DET,EX_PURCSVLV_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_PURCSVLV_SUM,EX_PURCSVLV_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_RECEIVABLE_DET,E2_RECEIVABLE_DET,NONCLUSTERED,NO,NO,INVOICE_DATE,1,NO
E_RECEIVABLE_DET,EX_RECEIVABLE_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_RECEIVABLE_SUM,EX_RECEIVABLE_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_RECV_INV_DET,E2_RECV_INV_DET,NONCLUSTERED,NO,NO,INVOICE_DATE,1,NO
E_RECV_INV_DET,EX_RECV_INV_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_RECV_INV_SUM,EX_RECV_INV_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_RECV_NEW_DET,E2_RECV_NEW_DET,NONCLUSTERED,NO,NO,INVOICE_DATE,1,NO
E_RECV_NEW_DET,EX_RECV_NEW_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_RECV_NEW_SUM,EX_RECV_NEW_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_SCHEDSVLV_DET,EX_SCHEDSVLV_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_SCHEDSVLV_SUM,EX_SCHEDSVLV_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_SHIP_DET,EX_SHIP_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_SHIP_SUM,EX_SHIP_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
E_WANTSVLV_DET,EX_WANTSVLV_DET,NONCLUSTERED,NO,NO,EIS_DATE,1,NO
E_WANTSVLV_SUM,EX_WANTSVLV_SUM,NONCLUSTERED,YES,NO,eis_date,1,NO
EARNING_CODE,PK_EARNING_CODE,CLUSTERED,YES,YES,ID,1,NO
EC,PK_EC,CLUSTERED,YES,YES,ID,1,NO
EC,X_EC_1,NONCLUSTERED,YES,NO,ORIGINATOR,1,NO
EC,X_EC_1,NONCLUSTERED,YES,NO,ID,2,NO
EC,X_EC_2,NONCLUSTERED,YES,NO,ASSIGNED_TO,1,NO
EC,X_EC_2,NONCLUSTERED,YES,NO,ID,2,NO
EC,X_EC_3,NONCLUSTERED,YES,NO,WANT_DATE,1,NO
EC,X_EC_3,NONCLUSTERED,YES,NO,ID,2,NO
EC_GROUP_USER,PK_EC_GROUP_USER,CLUSTERED,YES,YES,EC_ID,1,NO
EC_GROUP_USER,PK_EC_GROUP_USER,CLUSTERED,YES,YES,GROUP_TYPE,2,NO
EC_GROUP_USER,PK_EC_GROUP_USER,CLUSTERED,YES,YES,USER_ID,3,NO
EC_HISTORY,PK_EC_HISTORY,CLUSTERED,YES,YES,EC_ID,1,NO
EC_HISTORY,PK_EC_HISTORY,CLUSTERED,YES,YES,TYPE,2,NO
EC_LINE,PK_EC_LINE,CLUSTERED,YES,YES,EC_ID,1,NO
EC_LINE,PK_EC_LINE,CLUSTERED,YES,YES,LINE_NO,2,NO
EC_LINE,X_EC_LINE_1,NONCLUSTERED,YES,NO,EC_ID,1,NO
EC_LINE,X_EC_LINE_1,NONCLUSTERED,YES,NO,TYPE,2,NO
EC_LINE,X_EC_LINE_1,NONCLUSTERED,YES,NO,LINE_NO,3,NO
EC_LINE,X_EC_LINE_2,NONCLUSTERED,YES,NO,EC_ID,1,NO
EC_LINE,X_EC_LINE_2,NONCLUSTERED,YES,NO,WO_TYPE,2,NO
EC_LINE,X_EC_LINE_2,NONCLUSTERED,YES,NO,WO_BASE_ID,3,NO
EC_LINE,X_EC_LINE_2,NONCLUSTERED,YES,NO,WO_LOT_ID,4,NO
EC_LINE,X_EC_LINE_2,NONCLUSTERED,YES,NO,WO_SPLIT_ID,5,NO
EC_LINE,X_EC_LINE_2,NONCLUSTERED,YES,NO,LINE_NO,6,NO
EC_LINE,X_EC_LINE_3,NONCLUSTERED,YES,NO,EC_ID,1,NO
EC_LINE,X_EC_LINE_3,NONCLUSTERED,YES,NO,PART_ID,2,NO
EC_LINE,X_EC_LINE_3,NONCLUSTERED,YES,NO,LINE_NO,3,NO
EC_LINE,X_EC_LINE_4,NONCLUSTERED,YES,NO,EC_ID,1,NO
EC_LINE,X_EC_LINE_4,NONCLUSTERED,YES,NO,DOC_ID,2,NO
EC_LINE,X_EC_LINE_4,NONCLUSTERED,YES,NO,LINE_NO,3,NO
EC_LINE,X_EC_LINE_5,NONCLUSTERED,YES,NO,EC_ID,1,NO
EC_LINE,X_EC_LINE_5,NONCLUSTERED,YES,NO,LINKED_EC_ID,2,NO
EC_LINE,X_EC_LINE_5,NONCLUSTERED,YES,NO,LINE_NO,3,NO
EC_LINE_BINARY,PK_EC_LINE_BINARY,CLUSTERED,YES,YES,EC_ID,1,NO
EC_LINE_BINARY,PK_EC_LINE_BINARY,CLUSTERED,YES,YES,LINE_NO,2,NO
EC_LINE_BINARY,PK_EC_LINE_BINARY,CLUSTERED,YES,YES,TYPE,3,NO
EC_REASONS,PK_EC_REASONS,CLUSTERED,YES,YES,CODE,1,NO
EC_REQUEST,PK_EC_REQUEST,CLUSTERED,YES,YES,EC_ID,1,NO
EC_REQUEST,PK_EC_REQUEST,CLUSTERED,YES,YES,TYPE,2,NO
EC_RESPONSE,PK_EC_RESPONSE,CLUSTERED,YES,YES,EC_ID,1,NO
EC_RESPONSE,PK_EC_RESPONSE,CLUSTERED,YES,YES,TYPE,2,NO
EC_TYPES,PK_EC_TYPES,CLUSTERED,YES,YES,CODE,1,NO
ECN,PK_ECN,CLUSTERED,YES,YES,ID,1,NO
ECN,X_ECN_1,NONCLUSTERED,NO,NO,WORKORDER_TYPE,1,NO
ECN,X_ECN_1,NONCLUSTERED,NO,NO,WORKORDER_BASE_ID,2,NO
ECN,X_ECN_1,NONCLUSTERED,NO,NO,WORKORDER_LOT_ID,3,NO
ECN,X_ECN_1,NONCLUSTERED,NO,NO,WORKORDER_SPLIT_ID,4,NO
ECN,X_ECN_1,NONCLUSTERED,NO,NO,WORKORDER_SUB_ID,5,NO
ECN_BINARY,PK_ECN_BINARY,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_BINARY,PK_ECN_BINARY,CLUSTERED,YES,YES,TYPE,2,NO
ECN_CO_PRODUCT,PK_ECN_CO_PRODUCT,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_CO_PRODUCT,PK_ECN_CO_PRODUCT,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_CO_PRODUCT,PK_ECN_CO_PRODUCT,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_CO_PRODUCT,PK_ECN_CO_PRODUCT,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
ECN_CO_PRODUCT,PK_ECN_CO_PRODUCT,CLUSTERED,YES,YES,PART_ID,5,NO
ECN_DETAIL,PK_ECN_DETAIL,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_DETAIL,PK_ECN_DETAIL,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_DETAIL,PK_ECN_DETAIL,CLUSTERED,YES,YES,ENTRY_NO,3,NO
ECN_DISPOSITION,PK_ECN_DISPOSITION,CLUSTERED,YES,YES,CODE,1,NO
ECN_OPER_BINARY,PK_ECN_OPER_BINARY,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_OPER_BINARY,PK_ECN_OPER_BINARY,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_OPER_BINARY,PK_ECN_OPER_BINARY,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_OPER_BINARY,PK_ECN_OPER_BINARY,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
ECN_OPER_BINARY,PK_ECN_OPER_BINARY,CLUSTERED,YES,YES,SEQUENCE_NO,5,NO
ECN_OPER_BINARY,PK_ECN_OPER_BINARY,CLUSTERED,YES,YES,TYPE,6,NO
ECN_OPER_RESOURCE,PK_ECN_OPER_RESOURCE,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_OPER_RESOURCE,PK_ECN_OPER_RESOURCE,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_OPER_RESOURCE,PK_ECN_OPER_RESOURCE,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_OPER_RESOURCE,PK_ECN_OPER_RESOURCE,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
ECN_OPER_RESOURCE,PK_ECN_OPER_RESOURCE,CLUSTERED,YES,YES,SEQUENCE_NO,5,NO
ECN_OPER_RESOURCE,PK_ECN_OPER_RESOURCE,CLUSTERED,YES,YES,RESOURCE_ID,6,NO
ECN_OPERATION,PK_ECN_OPERATION,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_OPERATION,PK_ECN_OPERATION,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_OPERATION,PK_ECN_OPERATION,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_OPERATION,PK_ECN_OPERATION,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
ECN_OPERATION,PK_ECN_OPERATION,CLUSTERED,YES,YES,SEQUENCE_NO,5,NO
ECN_REQ_BINARY,PK_ECN_REQ_BINARY,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_REQ_BINARY,PK_ECN_REQ_BINARY,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_REQ_BINARY,PK_ECN_REQ_BINARY,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_REQ_BINARY,PK_ECN_REQ_BINARY,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
ECN_REQ_BINARY,PK_ECN_REQ_BINARY,CLUSTERED,YES,YES,OPERATION_SEQ_NO,5,NO
ECN_REQ_BINARY,PK_ECN_REQ_BINARY,CLUSTERED,YES,YES,PIECE_NO,6,NO
ECN_REQ_BINARY,PK_ECN_REQ_BINARY,CLUSTERED,YES,YES,TYPE,7,NO
ECN_REQ_PART_ALT,PK_ECN_REQ_PART_ALT,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_REQ_PART_ALT,PK_ECN_REQ_PART_ALT,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_REQ_PART_ALT,PK_ECN_REQ_PART_ALT,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_REQ_PART_ALT,PK_ECN_REQ_PART_ALT,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
ECN_REQ_PART_ALT,PK_ECN_REQ_PART_ALT,CLUSTERED,YES,YES,OPERATION_SEQ_NO,5,NO
ECN_REQ_PART_ALT,PK_ECN_REQ_PART_ALT,CLUSTERED,YES,YES,PIECE_NO,6,NO
ECN_REQ_PART_ALT,PK_ECN_REQ_PART_ALT,CLUSTERED,YES,YES,PART_ID,7,NO
ECN_REQ_PART_ALT,X_ECN_REQ_PART_ALT_0,NONCLUSTERED,YES,NO,ECN_ID,1,NO
ECN_REQ_PART_ALT,X_ECN_REQ_PART_ALT_0,NONCLUSTERED,YES,NO,LINE_NO,2,NO
ECN_REQ_PART_ALT,X_ECN_REQ_PART_ALT_0,NONCLUSTERED,YES,NO,ECN_ENTRY_NO,3,NO
ECN_REQ_PART_ALT,X_ECN_REQ_PART_ALT_0,NONCLUSTERED,YES,NO,WORKORDER_SUB_ID,4,NO
ECN_REQ_PART_ALT,X_ECN_REQ_PART_ALT_0,NONCLUSTERED,YES,NO,OPERATION_SEQ_NO,5,NO
ECN_REQ_PART_ALT,X_ECN_REQ_PART_ALT_0,NONCLUSTERED,YES,NO,PIECE_NO,6,NO
ECN_REQ_PART_ALT,X_ECN_REQ_PART_ALT_0,NONCLUSTERED,YES,NO,PART_ID,7,NO
ECN_REQ_REF_DESIG,PK_ECN_REQ_REF_DESIG,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_REQ_REF_DESIG,PK_ECN_REQ_REF_DESIG,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_REQ_REF_DESIG,PK_ECN_REQ_REF_DESIG,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_REQ_REF_DESIG,PK_ECN_REQ_REF_DESIG,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
ECN_REQ_REF_DESIG,PK_ECN_REQ_REF_DESIG,CLUSTERED,YES,YES,OPERATION_SEQ_NO,5,NO
ECN_REQ_REF_DESIG,PK_ECN_REQ_REF_DESIG,CLUSTERED,YES,YES,PIECE_NO,6,NO
ECN_REQ_REF_DESIG,PK_ECN_REQ_REF_DESIG,CLUSTERED,YES,YES,ID,7,NO
ECN_REQ_REF_DESIG,X_ECN_REQ_REF_DESIG_0,NONCLUSTERED,YES,NO,ECN_ID,1,NO
ECN_REQ_REF_DESIG,X_ECN_REQ_REF_DESIG_0,NONCLUSTERED,YES,NO,LINE_NO,2,NO
ECN_REQ_REF_DESIG,X_ECN_REQ_REF_DESIG_0,NONCLUSTERED,YES,NO,ECN_ENTRY_NO,3,NO
ECN_REQ_REF_DESIG,X_ECN_REQ_REF_DESIG_0,NONCLUSTERED,YES,NO,WORKORDER_SUB_ID,4,NO
ECN_REQ_REF_DESIG,X_ECN_REQ_REF_DESIG_0,NONCLUSTERED,YES,NO,OPERATION_SEQ_NO,5,NO
ECN_REQ_REF_DESIG,X_ECN_REQ_REF_DESIG_0,NONCLUSTERED,YES,NO,PIECE_NO,6,NO
ECN_REQ_REF_DESIG,X_ECN_REQ_REF_DESIG_0,NONCLUSTERED,YES,NO,ID,7,NO
ECN_REQUIREMENT,PK_ECN_REQUIREMENT,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_REQUIREMENT,PK_ECN_REQUIREMENT,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_REQUIREMENT,PK_ECN_REQUIREMENT,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_REQUIREMENT,PK_ECN_REQUIREMENT,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
ECN_REQUIREMENT,PK_ECN_REQUIREMENT,CLUSTERED,YES,YES,OPERATION_SEQ_NO,5,NO
ECN_REQUIREMENT,PK_ECN_REQUIREMENT,CLUSTERED,YES,YES,PIECE_NO,6,NO
ECN_WO_BINARY,PK_ECN_WO_BINARY,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_WO_BINARY,PK_ECN_WO_BINARY,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_WO_BINARY,PK_ECN_WO_BINARY,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_WO_BINARY,PK_ECN_WO_BINARY,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
ECN_WO_BINARY,PK_ECN_WO_BINARY,CLUSTERED,YES,YES,TYPE,5,NO
ECN_WORKORDER,PK_ECN_WORKORDER,CLUSTERED,YES,YES,ECN_ID,1,NO
ECN_WORKORDER,PK_ECN_WORKORDER,CLUSTERED,YES,YES,LINE_NO,2,NO
ECN_WORKORDER,PK_ECN_WORKORDER,CLUSTERED,YES,YES,ECN_ENTRY_NO,3,NO
ECN_WORKORDER,PK_ECN_WORKORDER,CLUSTERED,YES,YES,WORKORDER_SUB_ID,4,NO
EIS_THRESHOLDS,PK_EIS_THRESHOLDS,CLUSTERED,YES,YES,GROUP_ID,1,NO
EIS_THRESHOLDS,PK_EIS_THRESHOLDS,CLUSTERED,YES,YES,PERIOD_ID,2,NO
EIS_THRESHOLDS,PK_EIS_THRESHOLDS,CLUSTERED,YES,YES,ACTIVITY_ID,3,NO
EIS_THRESHOLDS,PK_EIS_THRESHOLDS,CLUSTERED,YES,YES,COL_NAME,4,NO
EMPLOYEE,PK_EMPLOYEE,CLUSTERED,YES,YES,ID,1,NO
EMPLOYEE,X_EMPLOYEE_1,NONCLUSTERED,NO,NO,EARNING_CODE_ID,1,NO
EMPLOYEE_BINARY,PK_EMPLOYEE_BINARY,CLUSTERED,YES,YES,EMPLOYEE_ID,1,NO
EMPLOYEE_BINARY,PK_EMPLOYEE_BINARY,CLUSTERED,YES,YES,TYPE,2,NO
EMPLOYEE_SITE,PK_EMPLOYEE_SITE,CLUSTERED,YES,YES,SITE_ID,1,NO
EMPLOYEE_SITE,PK_EMPLOYEE_SITE,CLUSTERED,YES,YES,EMPLOYEE_ID,2,NO
EMPLOYEE_SYNC,PK_EMP_SYNC,CLUSTERED,YES,YES,EVENT_ID,1,NO
ENTITY_SETTINGS,PK_ENTITY_SETTINGS,CLUSTERED,YES,YES,ENTITY_ID,1,NO
ENTITY_SETTINGS,PK_ENTITY_SETTINGS,CLUSTERED,YES,YES,NAME,2,NO
ENUM_CODES,PK_ENUM_CODES,CLUSTERED,YES,YES,TABLE_NAME,1,NO
ENUM_CODES,PK_ENUM_CODES,CLUSTERED,YES,YES,COLUMN_NAME,2,NO
ENUM_CODES,PK_ENUM_CODES,CLUSTERED,YES,YES,LANGUAGE_ID,3,NO
ENUM_CODES,PK_ENUM_CODES,CLUSTERED,YES,YES,ENUM_VALUE,4,NO
EQUIP_AREA,PK_EQUIP_AREA,CLUSTERED,YES,YES,id,1,NO
EQUIP_BILL_OPTIONS,X_EQB_OPTIONS_0,NONCLUSTERED,YES,NO,CUST_ORDER_ID,1,NO
EQUIP_BILL_OPTIONS,X_EQB_OPTIONS_0,NONCLUSTERED,YES,NO,CUST_ORDER_LINE_NO,2,NO
EQUIP_BILL_OPTIONS,X_EQB_OPTIONS_0,NONCLUSTERED,YES,NO,SEQ_NO,3,NO
EQUIP_BINARY,pk_equip_binary,CLUSTERED,YES,YES,EQUIP_ID,1,NO
EQUIP_BINARY,pk_equip_binary,CLUSTERED,YES,YES,TYPE,2,NO
EQUIP_BRANCH,PK_EQUIP_BRANCH,CLUSTERED,YES,YES,id,1,NO
EQUIP_BRANCH,PK_EQUIP_BRANCH,CLUSTERED,YES,YES,area_id,2,NO
EQUIP_CALENDAR,X_EQB_CALENDAR_0,NONCLUSTERED,YES,NO,SITE_ID,1,NO
EQUIP_CALENDAR,X_EQB_CALENDAR_0,NONCLUSTERED,YES,NO,RESOURCE_ID,2,NO
EQUIP_CALENDAR,X_EQB_CALENDAR_0,NONCLUSTERED,YES,NO,DAY_OF_WEEK,3,NO
EQUIP_COVER_TIME,pk_eq_cover_time,CLUSTERED,YES,YES,coverage_id,1,NO
EQUIP_LABOR_PRICE,pk_eq_lab_price,CLUSTERED,YES,YES,id,1,NO
EQUIP_LABOR_PRICE,pk_eq_lab_price,CLUSTERED,YES,YES,resource_id,2,NO
EQUIP_MAINT_DISC,pk_eq_maint_disc,CLUSTERED,YES,YES,maint_id,1,NO
EQUIP_MAINT_DISC,pk_eq_maint_disc,CLUSTERED,YES,YES,customer_id,2,NO
EQUIP_MAINT_ENG,pk_eq_maint_eng,CLUSTERED,YES,YES,id,1,NO
EQUIP_MAINT_TYPE,pk_eq_maint_type,CLUSTERED,YES,YES,id,1,NO
EQUIP_MODEL,PK_EQUIP_MODEL,CLUSTERED,YES,YES,type_id,1,NO
EQUIP_MODEL,PK_EQUIP_MODEL,CLUSTERED,YES,YES,id,2,NO
EQUIP_PART_PRICE,pk_eq_part_price,CLUSTERED,YES,YES,id,1,NO
EQUIP_PART_PRICE,pk_eq_part_price,CLUSTERED,YES,YES,part_id,2,NO
EQUIP_PM_EXCEPTION,X_EQ_PM_EXCEPT_1,NONCLUSTERED,YES,NO,profile_id,1,NO
EQUIP_PM_EXCEPTION,X_EQ_PM_EXCEPT_1,NONCLUSTERED,YES,NO,equip_id,2,NO
EQUIP_PM_PROFILE,pk_eq_pm_profile,CLUSTERED,YES,YES,profile_id,1,NO
EQUIP_PM_SCHEDULE,pk_equip_pm_sched,CLUSTERED,YES,YES,job_id,1,NO
EQUIP_PM_SCHEDULE,X_EQ_PM_SCHEDULE_0,NONCLUSTERED,YES,NO,job_id,1,NO
EQUIP_PM_SCHEDULE,X_EQ_PM_SCHEDULE_0,NONCLUSTERED,YES,NO,profile_id,2,NO
EQUIP_PM_SCHEDULE,X_EQ_PM_SCHEDULE_0,NONCLUSTERED,YES,NO,equip_id,3,NO
EQUIP_PROFILE,pk_equip_profile,CLUSTERED,YES,YES,profile_id,1,NO
EQUIP_PROFILE,pk_equip_profile,CLUSTERED,YES,YES,equip_id,2,NO
EQUIP_RELEASE,pk_equip_release,CLUSTERED,YES,YES,equip_id,1,NO
EQUIP_RELEASE,pk_equip_release,CLUSTERED,YES,YES,release_no,2,NO
EQUIP_TYPE,pk_equip_type,CLUSTERED,YES,YES,id,1,NO
EQUIPMENT,pk_equipment,CLUSTERED,YES,YES,equip_id,1,NO
EQUIPMENT,X_EQUIP_1,NONCLUSTERED,NO,NO,SITE_ID,1,NO
ESB_INBOUND_DUPLICATE,ESB_INBOUND_DUP_MESSAGEID_IX,NONCLUSTERED,NO,NO,C_MESSAGE_ID,1,NO
ESB_INBOUND_DUPLICATE,ESB_INBOUND_DUP_TIMESTAMP_IX,NONCLUSTERED,NO,NO,C_CREATED_DATE_TIME,1,NO
ESB_INBOUND_DUPLICATE,PK_ESB_INBOUND_DUPLICATE,CLUSTERED,YES,YES,C_ID,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,ESB_PREVIOUS_VERSION_MEDIATION_ACCOUNTING_ENTITY_ID_IX,NONCLUSTERED,NO,NO,C_ACCOUNTING_ENTITY_ID,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,ESB_PREVIOUS_VERSION_MEDIATION_AGENCY_ROLE_IX,NONCLUSTERED,NO,NO,C_AGENCY_ROLE,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,ESB_PREVIOUS_VERSION_MEDIATION_ID_IX,NONCLUSTERED,NO,NO,C_ID,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,ESB_PREVIOUS_VERSION_MEDIATION_LOCATION_ID_IX,NONCLUSTERED,NO,NO,C_LOCATION_ID,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,ESB_PREVIOUS_VERSION_MEDIATION_LOGICAL_ID_IX,NONCLUSTERED,NO,NO,C_LOGICAL_ID,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,ESB_PREVIOUS_VERSION_MEDIATION_NOUN_ID_IX,NONCLUSTERED,NO,NO,C_NOUN_ID,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,ESB_PREVIOUS_VERSION_MEDIATION_NOUN_NAME_IX,NONCLUSTERED,NO,NO,C_NOUN_NAME,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,ESB_PREVIOUS_VERSION_MEDIATION_REVISION_ID_IX,NONCLUSTERED,NO,NO,C_REVISION_ID,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,ESB_PREVIOUS_VERSION_MEDIATION_TENANT_ID_IX,NONCLUSTERED,NO,NO,C_TENANT_ID,1,NO
ESB_PREVIOUS_VERSION_MEDIATION,PK_ESB_PREVIOUS_VERSION_MEDIATION,CLUSTERED,YES,YES,C_ID,1,NO
ESB_VARIATION_ID_MEDIATION,ESB_VAR_ID_MEDIATION_ACCOUNTING_ENTITY_ID_IX,NONCLUSTERED,NO,NO,C_ACCOUNTING_ENTITY_ID,1,NO
ESB_VARIATION_ID_MEDIATION,ESB_VAR_ID_MEDIATION_AGENCY_ROLE_IX,NONCLUSTERED,NO,NO,C_AGENCY_ROLE,1,NO
ESB_VARIATION_ID_MEDIATION,ESB_VAR_ID_MEDIATION_LOCATION_ID_IX,NONCLUSTERED,NO,NO,C_LOCATION_ID,1,NO
ESB_VARIATION_ID_MEDIATION,ESB_VAR_ID_MEDIATION_LOGICAL_ID_IX,NONCLUSTERED,NO,NO,C_LOGICAL_ID,1,NO
ESB_VARIATION_ID_MEDIATION,ESB_VAR_ID_MEDIATION_NOUN_ID_IX,NONCLUSTERED,NO,NO,C_NOUN_ID,1,NO
ESB_VARIATION_ID_MEDIATION,ESB_VAR_ID_MEDIATION_NOUN_NAME_IX,NONCLUSTERED,NO,NO,C_NOUN_NAME,1,NO
ESB_VARIATION_ID_MEDIATION,ESB_VAR_ID_MEDIATION_REVISION_ID_IX,NONCLUSTERED,NO,NO,C_REVISION_ID,1,NO
ESB_VARIATION_ID_MEDIATION,ESB_VAR_ID_MEDIATION_SYSTEM_ID_IX,NONCLUSTERED,NO,NO,C_SYSTEM_ID,1,NO
ESB_VARIATION_ID_MEDIATION,ESB_VAR_ID_MEDIATION_TENANT_ID_IX,NONCLUSTERED,NO,NO,C_TENANT_ID,1,NO
ESB_VARIATION_ID_MEDIATION,PK_ESB_VARIATION_ID_MEDIATION,CLUSTERED,YES,YES,C_ID,1,NO
EVENT_BINARY,PK_EVENT_BINARY,CLUSTERED,YES,YES,EVENT_ID,1,NO
EVENT_BINARY,PK_EVENT_BINARY,CLUSTERED,YES,YES,TYPE,2,NO
EVENT_LOG,X_EVENTLOG_1,NONCLUSTERED,NO,NO,PROGRAM_ID,1,NO
